phase,scenario,block_id,trial_date,within_block_order,arm,run_id,layout_class,status
pilot,physical_occlusion,pilot-physical_occlusion-005,pilot-day-3,2,m10b_decentralized_no_negotiation,m13-pilot-physical_occlusion-005-m10b_decentralized_no_negotiation,development,planned
pilot,physical_occlusion,pilot-physical_occlusion-005,pilot-day-3,3,m10a5_centralized,m13-pilot-physical_occlusion-005-m10a5_centralized,development,planned
pilot,physical_occlusion,pilot-physical_occlusion-006,pilot-day-1,0,m9c_no_trust,m13-pilot-physical_occlusion-006-m9c_no_trust,development,planned
pilot,physical_occlusion,pilot-physical_occlusion-006,pilot-day-1,1,m10b_decentralized,m13-pilot-physical_occlusion-006-m10b_decentralized,development,planned
pilot,physical_occlusion,pilot-physical_occlusion-006,pilot-day-1,2,m10b_decentralized_no_negotiation,m13-pilot-physical_occlusion-006-m10b_decentralized_no_negotiation,development,planned
pilot,physical_occlusion,pilot-physical_occlusion-006,pilot-day-1,3,m10a5_centralized,m13-pilot-physical_occlusion-006-m10a5_centralized,development,planned
pilot,physical_occlusion,pilot-physical_occlusion-007,pilot-day-2,0,m10b_decentralized,m13-pilot-physical_occlusion-007-m10b_decentralized,development,planned
pilot,physical_occlusion,pilot-physical_occlusion-007,pilot-day-2,1,m10a5_centralized,m13-pilot-physical_occlusion-007-m10a5_centralized,development,planned
pilot,physical_occlusion,pilot-physical_occlusion-007,pilot-day-2,2,m9c_no_trust,m13-pilot-physical_occlusion-007-m9c_no_trust,development,planned
pilot,physical_occlusion,pilot-physical_occlusion-007,pilot-day-2,3,m10b_decentralized_no_negotiation,m13-pilot-physical_occlusion-007-m10b_decentralized_no_negotiation,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-000,pilot-day-1,0,m9c_no_trust,m13-pilot-burst_loss_latency-000-m9c_no_trust,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-000,pilot-day-1,1,m10a5_centralized,m13-pilot-burst_loss_latency-000-m10a5_centralized,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-000,pilot-day-1,2,m10b_decentralized,m13-pilot-burst_loss_latency-000-m10b_decentralized,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-000,pilot-day-1,3,m10b_decentralized_no_negotiation,m13-pilot-burst_loss_latency-000-m10b_decentralized_no_negotiation,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-001,pilot-day-2,0,m10b_decentralized,m13-pilot-burst_loss_latency-001-m10b_decentralized,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-001,pilot-day-2,1,m10a5_centralized,m13-pilot-burst_loss_latency-001-m10a5_centralized,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-001,pilot-day-2,2,m10b_decentralized_no_negotiation,m13-pilot-burst_loss_latency-001-m10b_decentralized_no_negotiation,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-001,pilot-day-2,3,m9c_no_trust,m13-pilot-burst_loss_latency-001-m9c_no_trust,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-002,pilot-day-3,0,m9c_no_trust,m13-pilot-burst_loss_latency-002-m9c_no_trust,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-002,pilot-day-3,1,m10a5_centralized,m13-pilot-burst_loss_latency-002-m10a5_centralized,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-002,pilot-day-3,2,m10b_decentralized_no_negotiation,m13-pilot-burst_loss_latency-002-m10b_decentralized_no_negotiation,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-002,pilot-day-3,3,m10b_decentralized,m13-pilot-burst_loss_latency-002-m10b_decentralized,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-003,pilot-day-1,0,m10b_decentralized_no_negotiation,m13-pilot-burst_loss_latency-003-m10b_decentralized_no_negotiation,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-003,pilot-day-1,1,m9c_no_trust,m13-pilot-burst_loss_latency-003-m9c_no_trust,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-003,pilot-day-1,2,m10b_decentralized,m13-pilot-burst_loss_latency-003-m10b_decentralized,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-003,pilot-day-1,3,m10a5_centralized,m13-pilot-burst_loss_latency-003-m10a5_centralized,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-004,pilot-day-2,0,m10a5_centralized,m13-pilot-burst_loss_latency-004-m10a5_centralized,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-004,pilot-day-2,1,m10b_decentralized_no_negotiation,m13-pilot-burst_loss_latency-004-m10b_decentralized_no_negotiation,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-004,pilot-day-2,2,m9c_no_trust,m13-pilot-burst_loss_latency-004-m9c_no_trust,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-004,pilot-day-2,3,m10b_decentralized,m13-pilot-burst_loss_latency-004-m10b_decentralized,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-005,pilot-day-3,0,m10a5_centralized,m13-pilot-burst_loss_latency-005-m10a5_centralized,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-005,pilot-day-3,1,m10b_decentralized_no_negotiation,m13-pilot-burst_loss_latency-005-m10b_decentralized_no_negotiation,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-005,pilot-day-3,2,m9c_no_trust,m13-pilot-burst_loss_latency-005-m9c_no_trust,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-005,pilot-day-3,3,m10b_decentralized,m13-pilot-burst_loss_latency-005-m10b_decentralized,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-006,pilot-day-1,0,m9c_no_trust,m13-pilot-burst_loss_latency-006-m9c_no_trust,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-006,pilot-day-1,1,m10a5_centralized,m13-pilot-burst_loss_latency-006-m10a5_centralized,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-006,pilot-day-1,2,m10b_decentralized,m13-pilot-burst_loss_latency-006-m10b_decentralized,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-006,pilot-day-1,3,m10b_decentralized_no_negotiation,m13-pilot-burst_loss_latency-006-m10b_decentralized_no_negotiation,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-007,pilot-day-2,0,m10a5_centralized,m13-pilot-burst_loss_latency-007-m10a5_centralized,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-007,pilot-day-2,1,m10b_decentralized_no_negotiation,m13-pilot-burst_loss_latency-007-m10b_decentralized_no_negotiation,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-007,pilot-day-2,2,m10b_decentralized,m13-pilot-burst_loss_latency-007-m10b_decentralized,development,planned
pilot,burst_loss_latency,pilot-burst_loss_latency-007,pilot-day-2,3,m9c_no_trust,m13-pilot-burst_loss_latency-007-m9c_no_trust,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-000,pilot-day-1,0,m10b_decentralized_no_negotiation,m13-pilot-partition_rejoin-000-m10b_decentralized_no_negotiation,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-000,pilot-day-1,1,m9c_no_trust,m13-pilot-partition_rejoin-000-m9c_no_trust,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-000,pilot-day-1,2,m10b_decentralized,m13-pilot-partition_rejoin-000-m10b_decentralized,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-000,pilot-day-1,3,m10a5_centralized,m13-pilot-partition_rejoin-000-m10a5_centralized,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-001,pilot-day-2,0,m9c_no_trust,m13-pilot-partition_rejoin-001-m9c_no_trust,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-001,pilot-day-2,1,m10b_decentralized_no_negotiation,m13-pilot-partition_rejoin-001-m10b_decentralized_no_negotiation,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-001,pilot-day-2,2,m10b_decentralized,m13-pilot-partition_rejoin-001-m10b_decentralized,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-001,pilot-day-2,3,m10a5_centralized,m13-pilot-partition_rejoin-001-m10a5_centralized,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-002,pilot-day-3,0,m10b_decentralized_no_negotiation,m13-pilot-partition_rejoin-002-m10b_decentralized_no_negotiation,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-002,pilot-day-3,1,m9c_no_trust,m13-pilot-partition_rejoin-002-m9c_no_trust,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-002,pilot-day-3,2,m10a5_centralized,m13-pilot-partition_rejoin-002-m10a5_centralized,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-002,pilot-day-3,3,m10b_decentralized,m13-pilot-partition_rejoin-002-m10b_decentralized,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-003,pilot-day-1,0,m10a5_centralized,m13-pilot-partition_rejoin-003-m10a5_centralized,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-003,pilot-day-1,1,m10b_decentralized,m13-pilot-partition_rejoin-003-m10b_decentralized,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-003,pilot-day-1,2,m9c_no_trust,m13-pilot-partition_rejoin-003-m9c_no_trust,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-003,pilot-day-1,3,m10b_decentralized_no_negotiation,m13-pilot-partition_rejoin-003-m10b_decentralized_no_negotiation,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-004,pilot-day-2,0,m10a5_centralized,m13-pilot-partition_rejoin-004-m10a5_centralized,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-004,pilot-day-2,1,m10b_decentralized_no_negotiation,m13-pilot-partition_rejoin-004-m10b_decentralized_no_negotiation,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-004,pilot-day-2,2,m9c_no_trust,m13-pilot-partition_rejoin-004-m9c_no_trust,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-004,pilot-day-2,3,m10b_decentralized,m13-pilot-partition_rejoin-004-m10b_decentralized,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-005,pilot-day-3,0,m10b_decentralized,m13-pilot-partition_rejoin-005-m10b_decentralized,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-005,pilot-day-3,1,m9c_no_trust,m13-pilot-partition_rejoin-005-m9c_no_trust,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-005,pilot-day-3,2,m10a5_centralized,m13-pilot-partition_rejoin-005-m10a5_centralized,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-005,pilot-day-3,3,m10b_decentralized_no_negotiation,m13-pilot-partition_rejoin-005-m10b_decentralized_no_negotiation,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-006,pilot-day-1,0,m10b_decentralized_no_negotiation,m13-pilot-partition_rejoin-006-m10b_decentralized_no_negotiation,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-006,pilot-day-1,1,m10b_decentralized,m13-pilot-partition_rejoin-006-m10b_decentralized,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-006,pilot-day-1,2,m10a5_centralized,m13-pilot-partition_rejoin-006-m10a5_centralized,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-006,pilot-day-1,3,m9c_no_trust,m13-pilot-partition_rejoin-006-m9c_no_trust,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-007,pilot-day-2,0,m10a5_centralized,m13-pilot-partition_rejoin-007-m10a5_centralized,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-007,pilot-day-2,1,m10b_decentralized_no_negotiation,m13-pilot-partition_rejoin-007-m10b_decentralized_no_negotiation,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-007,pilot-day-2,2,m9c_no_trust,m13-pilot-partition_rejoin-007-m9c_no_trust,development,planned
pilot,partition_rejoin,pilot-partition_rejoin-007,pilot-day-2,3,m10b_decentralized,m13-pilot-partition_rejoin-007-m10b_decentralized,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-000,pilot-day-1,0,m10b_decentralized_no_negotiation,m13-pilot-observer_outage_rejoin-000-m10b_decentralized_no_negotiation,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-000,pilot-day-1,1,m9c_no_trust,m13-pilot-observer_outage_rejoin-000-m9c_no_trust,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-000,pilot-day-1,2,m10a5_centralized,m13-pilot-observer_outage_rejoin-000-m10a5_centralized,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-000,pilot-day-1,3,m10b_decentralized,m13-pilot-observer_outage_rejoin-000-m10b_decentralized,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-001,pilot-day-2,0,m9c_no_trust,m13-pilot-observer_outage_rejoin-001-m9c_no_trust,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-001,pilot-day-2,1,m10b_decentralized,m13-pilot-observer_outage_rejoin-001-m10b_decentralized,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-001,pilot-day-2,2,m10a5_centralized,m13-pilot-observer_outage_rejoin-001-m10a5_centralized,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-001,pilot-day-2,3,m10b_decentralized_no_negotiation,m13-pilot-observer_outage_rejoin-001-m10b_decentralized_no_negotiation,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-002,pilot-day-3,0,m10b_decentralized,m13-pilot-observer_outage_rejoin-002-m10b_decentralized,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-002,pilot-day-3,1,m9c_no_trust,m13-pilot-observer_outage_rejoin-002-m9c_no_trust,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-002,pilot-day-3,2,m10b_decentralized_no_negotiation,m13-pilot-observer_outage_rejoin-002-m10b_decentralized_no_negotiation,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-002,pilot-day-3,3,m10a5_centralized,m13-pilot-observer_outage_rejoin-002-m10a5_centralized,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-003,pilot-day-1,0,m10b_decentralized_no_negotiation,m13-pilot-observer_outage_rejoin-003-m10b_decentralized_no_negotiation,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-003,pilot-day-1,1,m10a5_centralized,m13-pilot-observer_outage_rejoin-003-m10a5_centralized,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-003,pilot-day-1,2,m9c_no_trust,m13-pilot-observer_outage_rejoin-003-m9c_no_trust,development,planned
pilot,observer_outage_rejoin,pilot-observer_outage_rejoin-003,pilot-day-1,3,m10b_decentralized,m13-pilot-observer_outage_rejoin-003-m10b_decentralized,development,planned
